ServiceNo,Direction,StopSequence,BusStopCode
170,2,44,42049
170,2,45,42039
170,2,46,42029
170,2,47,42019
170,2,48,41089
170,2,49,41079
170,2,50,41069
170,2,51,41049
170,2,52,41029
170,2,53,41019
170,2,54,40099
170,2,55,40089
170,2,56,40079
170,2,57,40119
170,2,58,40069
170,2,59,40059
170,2,60,40049
170,2,61,40039
170,2,62,40029
170,2,63,40279
170,2,64,40019
170,2,65,07539
170,2,66,01109
170A,1,1,01109
170A,1,2,07551
170A,1,3,07531
170A,1,4,40011
170A,1,5,40271
170A,1,6,40021
170A,1,7,40031
170A,1,8,40041
170A,1,9,40051
170A,1,10,40111
170A,1,11,40071
170A,1,12,40081
170A,1,13,40091
170A,1,14,41011
170A,1,15,41021
170A,1,16,41031
170A,1,17,41041
170A,1,18,41051
170A,1,19,41061
170A,1,20,41071
170A,1,21,41081
170A,1,22,42011
170A,1,23,42021
170A,1,24,42031
170A,1,25,42041
170A,1,26,42051
170A,1,27,42061
170A,1,28,42071
170A,1,29,42091
170A,1,30,42111
170A,1,31,43011
170A,1,32,43021
170A,1,33,43041
170A,1,34,43051
170A,1,35,43061
170A,1,36,43071
170A,1,37,43081
170A,1,38,43091
170A,1,39,43111
170A,1,40,44011
170A,1,41,44021
170A,1,42,44041
170A,1,43,44051
170A,1,44,43991
170A,1,45,44061
170A,1,46,45011
170A,1,47,45021
170A,1,48,45031
170A,1,49,45041
170A,1,50,45051
170A,1,51,45061
170A,1,52,45071
170A,1,53,45091
170A,1,54,45101
170A,1,55,45111
170A,1,56,45121
170A,1,57,45131
170A,1,58,46021
170A,1,59,46031
170A,1,60,46041
170A,1,61,46051
170A,1,62,46069
170X,1,1,45131
170X,1,2,46021
170X,1,3,46031
170X,1,4,46041
170X,1,5,46051
170X,1,6,46101
170X,1,7,46211
170X,1,8,47711
170X,2,1,47711
170X,2,2,46219
170X,2,3,46109
170X,2,4,46059
170X,2,5,46049
170X,2,6,46039
170X,2,7,46029
170X,2,8,45139
171,1,1,59009
171,1,2,59141
171,1,3,59111
171,1,4,57089
171,1,5,57079
171,1,6,57069
171,1,7,57059
171,1,8,48149
171,1,9,48069
171,1,10,48059
171,1,11,48049
171,1,12,48039
171,1,13,48029
171,1,14,48019
171,1,16,44269
171,1,17,44229
171,1,18,44219
171,1,19,44209
171,1,20,44731
171,1,21,44909
171,1,22,44029
171,1,23,44201
171,1,24,44211
171,1,25,44221
171,1,26,44261
171,1,28,48011
171,1,29,48021
171,1,30,48031
171,1,31,48041
171,1,32,48051
171,1,33,48061
171,1,34,48141
171,1,35,57051
171,1,36,57061
171,1,37,57071
171,1,38,57081
171,1,39,59119
171,1,40,59149
171,1,41,59009
172,1,1,44009
172,1,2,44539
172,1,3,44399
172,1,4,44111
172,1,5,44109
172,1,6,44099
172,1,7,44089
172,1,8,44689
172,1,9,44079
172,1,10,30089
172,1,11,30099
172,1,12,30059
172,1,13,30049
172,1,14,30039
172,1,15,30029
172,1,16,30019
172,1,17,31199
172,1,18,31179
172,1,19,31169
172,1,20,31159
172,1,21,31059
172,1,22,31049
172,1,23,31039
172,1,24,31029
172,1,25,31019
172,1,26,27129
172,1,27,27109
172,1,28,27099
172,1,29,21379
172,1,30,21369
172,1,32,22491
172,1,33,22009
172,2,1,22009
172,2,2,22499
172,2,4,21361
172,2,5,21371
172,2,6,27091
172,2,7,27101
172,2,8,27121
172,2,9,31011
172,2,10,31021
172,2,11,31031
172,2,12,31041
172,2,13,31051
172,2,14,31151
172,2,15,31161
172,2,16,31171
172,2,17,31191
172,2,18,30011
172,2,19,30021
172,2,20,30031
172,2,21,30041
172,2,22,30051
172,2,23,30091
172,2,24,30081
172,2,25,44071
172,2,26,45451
172,2,27,44081
172,2,28,44091
172,2,29,44101
172,2,30,44119
172,2,31,44391
172,2,32,44009
173,1,1,43009
173,1,2,43419
173,1,3,43399
173,1,4,43389
173,1,5,43519
173,1,6,43749
173,1,7,43739
173,1,8,43169
173,1,9,43231
173,1,10,43241
173,1,11,43291
173,1,12,43301
173,1,13,43261
173,1,14,43811
173,1,15,43821
173,1,16,43029
173,1,17,43019
173,1,18,42119
173,1,19,42099
173,1,20,42151
173,1,21,42161
173,1,22,42239
173,1,23,42309
173,1,24,42249
173,1,25,42291
173,1,26,42209
173,1,27,28109
173,1,28,28189
173,1,29,28019
173,1,30,20109
173,1,31,17189
173,1,32,17009
173,1,33,17181
173,1,34,20101
173,1,35,28011
173,1,36,28181
173,1,37,28101
173,1,38,42201
173,1,39,42299
173,1,40,42241
173,1,41,42301
173,1,42,42231
173,1,43,42169
173,1,44,42159
173,1,45,42091
173,1,46,42111
173,1,47,43011
173,1,48,43021
173,1,49,43829
173,1,50,43819
173,1,51,43267
173,1,52,43309
173,1,53,43289
173,1,54,43249
173,1,55,43239
173,1,56,43161
173,1,57,43731
173,1,58,43741
173,1,59,43511
173,1,60,43381
173,1,61,43391
173,1,62,43411
173,1,63,43009
173A,1,1,43009
173A,1,2,43419
173A,1,3,43399
173A,1,4,43389
173A,1,5,43519
173A,1,6,43749
173A,1,7,43739
173A,1,8,43169
174,1,1,22009
174,1,2,21361
174,1,3,21399
174,1,4,21421
174,1,5,21241
174,1,6,21161
174,1,7,43459
174,1,8,43349
174,1,9,43539
174,1,10,43409
174,1,11,43411
174,1,12,43179
174,1,13,43189
174,1,14,43199
174,1,15,43209
174,1,16,42199
174,1,17,42189
174,1,18,42179
174,1,19,42169
174,1,20,42159
174,1,21,42259
174,1,22,42089
174,1,23,42059
174,1,24,42049
174,1,25,42039
174,1,26,42029
174,1,27,42019
174,1,28,41089
174,1,29,41079
174,1,30,41069
174,1,31,41049
174,1,32,41119
174,1,33,41109
174,1,34,11119
174,1,35,11109
174,1,36,11099
174,1,37,11229
174,1,38,11219
174,1,39,11209
174,1,40,13029
174,1,41,13019
174,1,42,09149
174,1,43,09159
174,1,44,09169
174,1,45,09179
174,1,46,09047
174,1,47,09037
174,1,48,08138
174,1,49,08057
174,1,50,08069
174,1,51,04167
174,1,52,04249
174,1,53,05029
174,1,55,05131
174,1,56,06171
174,1,57,06031
174,1,58,06029
174,1,59,10011
174,1,60,10041
174,1,61,10499
174,2,1,10499
174,2,2,10049
174,2,3,10017
174,2,4,06011
174,2,5,06039
174,2,6,06189
174,2,7,05023
174,2,8,04222
174,2,9,04223
174,2,10,04143
174,2,11,04121
174,2,12,08041
174,2,13,08031
174,2,14,08111
174,2,15,08121
174,2,16,09059
174,2,17,09022
174,2,18,09111
174,2,19,09121
174,2,20,09131
174,2,21,09141
174,2,22,13011
174,2,23,13021
174,2,24,11201
174,2,25,11211
174,2,26,11221
174,2,27,11091
174,2,28,11101
174,2,29,11111
174,2,30,41101
174,2,31,41111
174,2,32,41031
174,2,33,41041
174,2,34,41051
174,2,35,41061
174,2,36,41071
174,2,37,41081
174,2,38,42011
174,2,39,42021
174,2,40,42031
174,2,41,42041
174,2,42,42051
174,2,43,42061
174,2,44,42071
174,2,45,42151
174,2,46,42161
174,2,47,42171
174,2,48,42181
174,2,49,42191
174,2,50,43201
174,2,51,43191
174,2,52,43181
174,2,53,43171
174,2,54,43419
174,2,55,43401
174,2,56,43531
174,2,57,43341
174,2,58,43452
174,2,59,21249
174,2,60,21429
174,2,61,21391
174,2,62,21369
174,2,63,22009
174e,1,1,22009
174e,1,2,21361
174e,1,3,21399
174e,1,4,21421
174e,1,5,21241
174e,1,6,43349
174e,1,7,43539
174e,1,8,43409
174e,1,9,43411
174e,1,10,43179
174e,1,11,43189
174e,1,12,43199
174e,1,15,42189
174e,1,16,42179
174e,1,17,42169
174e,1,18,42159
174e,1,39,13019
174e,1,41,09159
174e,1,42,09169
174e,1,43,09179
174e,1,44,09047
174e,1,45,09037
174e,1,46,08138
174e,1,47,08057
174e,1,48,08069
174e,1,49,04167
174e,1,50,04249
174e,1,51,05029
174e,1,53,05131
174e,1,54,06171
174e,1,55,06031
174e,1,56,06029
174e,1,57,10011
174e,1,58,10499
174e,2,1,10499
174e,2,2,10017
174e,2,3,06011
174e,2,4,06039
174e,2,5,06189
174e,2,6,05023
174e,2,7,04222
174e,2,8,04223
174e,2,9,04143
174e,2,10,04121
174e,2,11,08041
174e,2,12,08031
174e,2,13,08111
174e,2,14,08121
174e,2,15,09059
174e,2,16,09022
174e,2,17,09111
174e,2,18,09121
174e,2,19,09131
174e,2,21,13011
174e,2,44,42151
174e,2,45,42161
174e,2,46,42171
174e,2,47,42181
174e,2,50,43191
174e,2,51,43181
174e,2,52,43171
174e,2,53,43419
174e,2,54,43401
174e,2,55,43531
174e,2,56,43341
174e,2,57,21249
174e,2,58,21429
174e,2,59,21391
174e,2,60,21369
174e,2,61,22009
175,1,1,17009
175,1,2,17239
175,1,3,17259
175,1,4,17049
175,1,5,17039
175,1,6,17369
175,1,7,17309
175,1,8,17359
175,1,9,17299
175,1,10,16249
175,1,11,16239
175,1,12,16229
175,1,13,16219
175,1,14,15219
175,1,15,15209
175,1,16,15199
175,1,17,15169
175,1,18,15159
175,1,19,15149
175,1,20,15041
175,1,21,15051
175,1,23,14369
175,1,24,14219
175,1,25,14209
175,1,26,14199
175,1,27,10331
175,1,28,10089
175,1,29,10079
175,1,31,06051
175,1,32,06071
175,1,33,06081
175,1,34,06131
175,1,35,13121
175,1,36,13141
175,1,37,13191
175,1,38,09048
175,1,39,09038
175,1,40,08138
175,1,41,08057
175,1,42,08069
175,1,43,04179
175,1,44,01012
175,1,45,01112
175,1,46,01121
175,1,47,01211
175,1,48,01311
175,1,49,07371
175,1,50,60011
175,1,51,60021
175,1,52,60031
175,1,53,80291
175,1,54,80301
175,1,55,80311
175,1,56,80109
175,1,57,80009
175,2,1,80009
175,2,2,80101
175,2,3,80319
175,2,4,80309
175,2,5,80299
175,2,6,60039
175,2,7,60029
175,2,8,60019
175,2,9,07369
175,2,10,07379
175,2,11,01339
175,2,12,01329
175,2,13,01229
175,2,14,01139
175,2,15,01039
175,2,16,01029
175,2,17,04111
175,2,18,04121
175,2,19,08041
175,2,20,08031
175,2,21,08111
175,2,22,08121
175,2,23,09059
175,2,24,09022
175,2,25,13199
175,2,26,13159
175,2,27,13139
175,2,28,13119
175,2,29,06129
175,2,30,06069
175,2,33,10071
175,2,34,10501
175,2,35,10081
175,2,36,10339
175,2,37,14241
175,2,38,14191
175,2,39,14201
175,2,40,14471
175,2,41,14211
175,2,42,18019
175,2,43,15059
175,2,44,15049
175,2,45,15141
175,2,46,15151
175,2,47,15161
175,2,48,15191
175,2,49,15201
175,2,50,15211
175,2,51,16211
175,2,52,16221
175,2,53,16231
175,2,54,16241
175,2,55,17291
175,2,56,17351
175,2,57,17301
175,2,59,17081
175,2,60,17031
175,2,61,17041
175,2,62,17251
175,2,63,17161
175,2,64,17171
175,2,65,17009
176,1,1,45009
176,1,3,44259
176,1,4,44029
176,1,5,44019
176,1,6,43119
176,1,7,43109
176,1,8,43099
176,1,9,43089
176,1,10,43279
176,1,11,43268
176,1,12,43259
176,1,13,43249
176,1,14,43239
176,1,15,43449
176,1,16,43439
176,1,17,43429
176,1,18,43419
176,1,19,43401
176,1,20,43321
176,1,21,43371
176,1,22,43699
176,1,23,28629
176,1,24,28319
176,1,25,28449
176,1,26,28431
176,1,27,28249
176,1,28,28239
176,1,29,28229
176,1,30,20269
176,1,31,20259
176,1,32,20159
176,1,33,20149
176,1,34,20139
176,1,35,20289
176,1,36,17339
176,1,37,17329
176,1,38,17319
176,1,39,17369
176,1,40,17309
176,1,41,17359
176,1,42,17299
176,1,43,16249
176,1,44,16239
176,1,45,16229
176,1,46,16219
176,1,47,15219
176,1,48,15209
176,1,49,15199
176,1,50,15169
176,1,51,15159
176,1,52,15149
176,1,53,14189
176,1,54,14179
176,1,55,14169
176,1,56,14041
176,1,57,14051
176,1,58,14241
176,1,59,10331
176,1,60,10009
176,2,1,10009
176,2,2,10339
176,2,3,14249
176,2,4,14059
176,2,5,14049
176,2,6,14161
176,2,7,14171
176,2,8,15141
176,2,9,15151
176,2,10,15161
176,2,11,15191
176,2,12,15201
176,2,13,15211
176,2,14,16211
176,2,15,16221
176,2,16,16231
176,2,17,16241
176,2,18,17291
176,2,19,17351
176,2,20,17301
176,2,21,17361
176,2,22,17311
176,2,23,17321
176,2,24,17331
176,2,25,20281
176,2,26,20131
176,2,27,20141
176,2,28,20151
176,2,29,20251
176,2,30,20261
176,2,31,20271
176,2,32,28221
176,2,33,28231
176,2,34,28241
176,2,35,28439
176,2,36,28441
176,2,37,28311
176,2,38,28621
176,2,39,43691
176,2,40,43379
176,2,41,43329
176,2,42,43409
176,2,43,43411
176,2,44,43421
176,2,45,43431
176,2,46,43441
176,2,47,43231
176,2,48,43241
176,2,49,43251
176,2,50,43261
176,2,51,43271
176,2,52,43061
176,2,53,43071
176,2,54,43081
176,2,55,43091
176,2,56,43111
176,2,57,44011
176,2,58,44021
176,2,59,44251
176,2,61,45009
177,1,1,43009
177,1,2,43179
177,1,3,43169
177,1,4,43231
177,1,5,43241
177,1,6,43251
177,1,7,43261
177,1,8,43151
177,1,9,43719
177,1,10,43111
177,1,11,44011
177,1,12,44021
177,1,13,44251
177,1,14,44739
177,1,15,44859
177,1,16,44019
177,1,17,43119
177,1,18,43721
177,1,19,43719
177,1,20,43159
177,1,21,43268
177,1,22,43259
177,1,23,43249
177,1,24,43239
177,1,25,43161
177,1,26,43171
177,1,27,43009
178,1,1,46009
178,1,2,46291
178,1,3,46199
178,1,4,46181
178,1,5,46209
178,1,6,46709
178,1,7,46119
178,1,8,46091
178,1,9,46059
178,1,10,46049
178,1,11,46039
178,1,12,46029
178,1,13,45139
178,1,14,45129
178,1,15,45119
178,1,16,45109
178,1,17,45099
178,1,18,45079
178,1,19,45069
178,1,20,45059
178,1,21,45049
178,1,22,45039
178,1,23,45029
178,1,24,44999
178,1,25,45019
178,1,26,44069
178,1,27,44059
178,1,28,44049
178,1,29,44029
178,1,30,44019
178,1,31,43119
178,1,32,43109
178,1,33,43099
178,1,34,43089
178,1,35,43069
178,1,36,43059
178,1,37,43049
178,1,38,43029
178,1,39,43631
178,1,40,43201
178,1,41,43191
178,1,42,43181
178,1,43,43171
178,1,44,43419
178,1,45,43401
178,1,46,43531
178,1,47,43341
178,1,48,43453
178,1,49,28299
178,1,50,28289
178,1,51,28279
178,1,52,28269
178,1,53,28259
178,1,54,28249
178,1,55,28239
178,1,56,28309
178,1,57,20061
178,1,58,20081
178,1,59,21011
178,1,60,21021
178,1,61,21171
178,1,62,21181
178,1,63,21191
178,1,64,21271
178,1,65,21201
178,1,66,21211
178,1,67,21681
178,1,68,21691
178,1,69,22491
178,1,70,22009
178,2,1,22009
178,2,2,22499
178,2,3,21699
178,2,4,21689
178,2,5,21229
178,2,6,21219
178,2,7,21209
178,2,8,21279
178,2,9,21199
178,2,10,21189
178,2,11,21179
178,2,12,21029
178,2,13,21019
178,2,14,20089
178,2,15,20069
178,2,16,20271
178,2,17,28221
178,2,18,28231
178,2,19,28241
178,2,20,28251
178,2,21,28261
178,2,22,28271
178,2,23,28281
178,2,24,28291
178,2,25,43459
178,2,26,43349
178,2,27,43539
178,2,28,43409
178,2,29,43411
178,2,30,43179
178,2,31,43189
178,2,32,43199
178,2,33,43209
178,2,34,43639
178,2,35,43021
178,2,36,43041
178,2,37,43051
178,2,38,43061
178,2,39,43071
178,2,40,43081
178,2,41,43091
178,2,42,43111
178,2,43,44011
178,2,44,44021
178,2,45,44041
178,2,46,44051
178,2,47,43991
178,2,48,44061
178,2,49,45011
178,2,50,45021
178,2,51,45031
178,2,52,45041
178,2,53,45051
178,2,54,45061
178,2,55,45071
178,2,56,45091
178,2,57,45101
178,2,58,45111
178,2,59,45121
178,2,60,45131
178,2,61,46389
178,2,62,46499
178,2,63,46519
178,2,64,46509
178,2,65,46069
178,2,66,46088
178,2,67,46111
178,2,68,46201
178,2,69,46189
178,2,70,46191
178,2,71,46299
178,2,72,46009
178A,1,1,46009
178A,1,2,46291
178A,1,3,46199
178A,1,4,46181
178A,1,5,46209
178A,1,6,46709
178A,1,7,46119
178A,1,8,46091
178A,1,9,46059
178A,1,10,46049
178A,1,11,46039
178A,1,12,46029
178A,1,13,45139
179,1,1,22009
179,1,2,22501
179,1,3,22511
179,1,4,22521
179,1,5,22451
179,1,6,27301
179,1,7,27321
179,1,8,27281
179,1,9,27291
179,1,10,27311
179,1,11,27061
179,1,12,27211
179,1,13,27221
179,1,14,27231
179,1,15,27241
179,1,16,27251
179,1,17,27261
179,1,18,27329
179,1,19,27309
179,1,20,22459
179,1,21,22529
179,1,22,22519
179,1,23,22509
179,1,24,22009
179A,1,1,22009
179A,1,8,27281
179A,1,9,27291
179A,1,10,27311
179A,1,11,27061
179A,1,12,27211
179A,1,13,27221
179A,1,14,27231
179A,1,15,27241
179A,1,16,27251
179A,1,17,27261
179A,1,24,22009
17A,1,1,84009
17A,1,2,84301
17A,1,3,84311
17A,1,4,84321
17A,1,5,84341
17A,1,6,84221
17A,1,7,84251
17A,1,8,84261
17A,1,9,84271
17A,1,10,84591
18,1,1,75019
18,1,2,76559
18,1,3,76191
18,1,4,76201
18,1,5,76211
18,1,6,76221
18,1,7,76231
18,1,8,76469
18,1,9,76439
18,1,10,76449
18,1,11,76459
18,1,12,76419
18,1,13,76109
18,1,14,76099
18,1,15,76089
18,1,16,76079
18,1,17,75059
18,1,18,75069
18,1,19,75349
18,1,20,84209
18,1,22,84349
18,1,23,84331
18,1,24,84009
18,1,25,84339
18,1,26,84341
18,1,27,84521
18,1,28,84201
18,1,29,75341
18,1,30,75061
18,1,31,75051
18,1,32,76071
18,1,33,76081
18,1,34,76091
18,1,35,76101
18,1,36,76411
18,1,37,76451
18,1,38,76441
18,1,39,76431
18,1,40,76461
18,1,41,76239
18,1,42,76229
18,1,43,76219
18,1,44,76209
18,1,45,76199
18,1,46,76551
18,1,47,75019
180,1,1,22009
180,1,2,22499
180,1,3,21699
180,1,4,21689
180,1,5,28099
180,1,6,28379
180,1,7,28369
180,1,8,28359
180,1,9,28349
180,1,10,28281
180,1,11,28291
180,1,12,43459
180,1,13,43761
180,1,14,43751
180,1,15,43781
180,1,16,43771
180,1,17,43671
180,1,18,44171
180,1,19,44161
180,1,20,44151
180,1,21,44131
180,1,22,44141
180,1,24,44029
180,1,25,45009
180,1,26,44259
180,1,27,44149
180,1,28,44139
180,1,29,44159
180,1,30,44169
180,1,31,44179
180,1,32,43679
180,1,33,43779
180,1,34,43789
180,1,35,43759
180,1,36,43769
180,1,37,43453
180,1,38,28299
180,1,39,28289
180,1,40,28341
180,1,41,28351
180,1,42,28361
180,1,43,28371
180,1,44,28091
180,1,45,21681
180,1,46,21691
180,1,47,22491
180,1,48,22009
180A,1,1,22009
180A,1,2,22499
180A,1,3,21699
180A,1,4,21689
180A,1,5,28099
180A,1,6,28379
180A,1,7,28369
180A,1,8,28359
180A,1,9,28349
180A,1,10,28281
180A,1,11,28291
180A,1,12,43459
180A,1,13,43761
180A,1,14,43751
180A,1,15,43781
180A,1,16,43771
180A,1,17,43671
180A,1,18,44171
180A,1,19,44161
180A,1,20,44151
180A,1,21,44131
180A,1,22,44141
180A,1,24,44029
180A,1,25,45009
180A,1,26,44259
181,1,1,22009
181,1,2,22441
181,1,3,22591
181,1,4,27371
181,1,5,27381
181,1,6,27439
181,1,7,27449
181,1,8,27459
181,1,9,27469
181,1,10,27461
181,1,11,27451
181,1,12,27441
181,1,13,27431
181,1,14,27389
181,1,15,27379
181,1,16,22599
181,1,17,22449
181,1,18,22009
181M,1,1,22009
181M,1,2,22441
181M,1,3,22591
181M,1,4,27371
181M,1,5,27381
181M,1,6,27439
181M,1,7,27449
181M,1,8,27459
181M,1,9,27469
181M,1,10,27479
181M,1,11,27451
181M,1,12,27441
181M,1,13,27431
181M,1,14,27389
181M,1,15,27379
181M,1,16,22599
181M,1,17,22449
181M,1,18,22009
182,1,1,24009
182,1,2,23081
182,1,3,24041
182,1,4,24501
182,1,5,25219
182,1,6,25229
182,1,7,25239
182,1,8,25249
182,1,9,25259
182,1,10,25269
182,1,11,25411
182,1,12,25421
182,1,13,25431
182,1,14,25441
182,1,15,25451
182,1,16,25461
182,1,17,26201
182,1,19,26249
182,1,20,26259
182,1,21,26269
182,1,22,26279
182,1,23,26289
182,1,24,26299
182,1,26,26369
182,1,27,26379
182,1,28,26389
182,1,29,26399
182,1,30,26409
182,1,31,26419
182,1,32,26429
182,1,33,26211
182,1,34,26221
182,1,35,26431
182,1,36,26441
182,1,37,26451
182,1,38,26461
182,1,39,26311
182,1,40,26321
182,1,41,26331
182,1,42,26349
182,1,43,26261
182,1,44,26251
182,1,45,26241
182,1,47,26209
182,1,48,25469
182,1,49,25459
182,1,50,25449
182,1,51,25439
182,1,52,25429
182,1,53,25419
182,1,54,25269
182,1,55,25231
182,1,56,25221
182,1,57,24509
182,1,58,24049
182,1,59,23089
182,1,60,24009
182M,1,1,24009
182M,1,2,23081
182M,1,3,24041
182M,1,4,24501
182M,1,5,25219
182M,1,6,25229
182M,1,7,25239
182M,1,8,25249
182M,1,9,25259
182M,1,10,25411
182M,1,11,25421
182M,1,12,25431
182M,1,13,25441
182M,1,14,25451
182M,1,15,25461
182M,1,16,26201
182M,1,18,26249
182M,1,19,26259
182M,1,20,26269
182M,1,21,26279
182M,1,22,26289
182M,1,23,26299
182M,1,25,26369
182M,1,26,26379
182M,1,27,26389
182M,1,28,26399
182M,1,29,26409
182M,1,30,26419
182M,1,31,26429
182M,1,32,26211
182M,1,33,26221
182M,1,34,26431
182M,1,35,26441
182M,1,36,26451
182M,1,37,26461
182M,1,38,26311
182M,1,39,26321
182M,1,40,26331
182M,1,41,26349
182M,1,42,26261
182M,1,43,26251
182M,1,44,26241
182M,1,46,26209
182M,1,47,25469
182M,1,48,25459
182M,1,49,25449
182M,1,50,25439
182M,1,51,25429
182M,1,52,25419
182M,1,53,25269
182M,1,54,25231
182M,1,55,25221
182M,1,56,24509
182M,1,57,24049
182M,1,58,23089
182M,1,59,24009
183,1,1,28009
183,1,2,28441
183,1,3,28311
183,1,4,28631
183,1,5,28641
183,1,6,28661
183,1,7,28671
183,1,8,28681
183,1,9,28691
183,1,10,28701
183,1,11,28189
183,1,12,28019
183,1,13,20109
183,1,14,17189
183,1,15,17179
183,1,16,17169
183,1,17,17159
183,1,18,17099
183,1,19,16159
183,1,20,16149
183,1,21,16139
183,1,22,16089
183,1,23,16079
183,1,24,16069
183,1,25,16059
183,1,26,16049
183,1,27,16101
183,1,28,16111
183,1,29,16121
183,1,30,16119
183,1,31,16109
183,1,32,16041
183,1,33,16051
183,1,34,16061
183,1,35,16071
183,1,36,16081
183,1,37,16131
183,1,38,16141
183,1,39,16151
183,1,40,17091
183,1,41,17151
183,1,42,17161
183,1,43,17171
183,1,44,17181
183,1,45,20101
183,1,46,28011
183,1,47,28181
183,1,48,28709
183,1,49,28699
183,1,50,28689
183,1,51,28679
183,1,52,28669
183,1,53,28649
183,1,54,28639
183,1,55,28319
183,1,56,28449
183,1,57,28211
183,1,58,28009
183B,1,1,28009
183B,1,2,28441
183B,1,3,28311
183B,1,4,28631
183B,1,5,28641
183B,1,6,28661
183B,1,7,28671
183B,1,8,28681
183B,1,9,28691
183B,1,10,28701
183B,1,11,28189
184,1,1,44989
184,1,2,44069
184,1,3,44059
184,1,4,44049
184,1,5,44251
184,1,6,44241
184,1,7,44231
184,1,8,44229
184,1,9,43139
184,1,10,43129
184,1,11,43099
184,1,12,43089
184,1,13,43069
184,1,14,43059
184,1,15,43049
184,1,16,43029
184,1,17,43019
184,1,18,42119
184,1,19,42109
184,1,20,42089
184,1,21,42149
184,1,22,12109
184,1,23,12099
184,1,24,12089
184,1,25,12079
184,1,26,12069
184,1,27,17229
184,1,28,17179
184,1,29,17169
184,1,30,17241
184,1,31,17111
184,1,32,12061
184,1,33,12071
184,1,34,12081
184,1,35,12091
184,1,36,12101
184,1,37,42141
184,1,38,42071
184,1,39,42091
184,1,40,42111
184,1,41,43011
184,1,42,43021
184,1,43,43041
184,1,44,43051
184,1,45,43061
184,1,46,43071
184,1,47,43081
184,1,48,43121
184,1,49,43131
184,1,50,44221
184,1,51,44239
184,1,52,44249
184,1,53,44259
184,1,54,44041
184,1,55,44051
184,1,56,43991
184,1,57,44989
185,1,1,22609
185,1,2,22191
185,1,3,22181
185,1,4,22461
185,1,5,22451
185,1,6,27301
185,1,7,27369
185,1,8,27359
185,1,9,27439
185,1,10,27449
185,1,11,27459
185,1,12,27469
185,1,13,27479
185,1,14,21169
185,1,15,28539
185,1,16,28409
185,1,17,28529
185,1,18,28519
185,1,19,28509
185,1,20,28499
185,1,21,28469
185,1,22,28459
185,1,23,28291
185,1,25,12209
185,1,26,17379
185,1,27,17189
185,1,28,17179
185,1,29,17169
185,1,30,17159
185,1,31,19049
185,1,32,19039
185,1,33,19029
185,1,34,19019
185,1,35,11199
185,1,36,11189
185,1,37,11389
185,1,38,11379
185,2,1,11379
185,2,2,11381
185,2,3,11181
185,2,4,11191
185,2,5,19011
185,2,6,19021
185,2,7,19031
185,2,8,19041
185,2,9,17151
185,2,10,17161
185,2,11,17171
185,2,12,17181
185,2,13,17371
185,2,14,12201
185,2,16,28299
185,2,17,28451
185,2,18,28461
185,2,19,28491
185,2,20,28501
185,2,21,28511
185,2,22,28521
185,2,23,28401
185,2,24,28531
185,2,25,21161
185,2,26,27471
185,2,27,27461
185,2,28,27451
185,2,29,27441
185,2,30,27431
185,2,31,27351
185,2,32,27361
185,2,33,27309
185,2,34,22459
185,2,35,22469
185,2,36,22189
185,2,37,22199
185,2,38,22609
186,1,1,03239
186,1,2,03223
186,1,3,03151
186,1,4,03041
186,1,5,05131
186,1,6,06171
186,1,7,06161
186,1,8,06151
186,1,9,06141
186,1,10,10221
186,1,11,10231
186,1,12,10241
186,1,13,10261
186,1,14,10271
186,1,15,10281
186,1,16,10291
186,1,17,11131
186,1,18,11141
186,1,19,11151
186,1,20,11061
186,1,21,11071
186,1,22,11081
186,1,23,11091
186,1,24,11101
186,1,25,11111
186,1,26,41101
186,1,27,41111
186,1,28,41029
186,1,29,41019
186,1,30,40099
186,1,31,40231
186,1,32,51091
186,1,33,51101
186,1,34,51019
186,1,35,50161
186,1,36,50171
186,1,37,50191
186,1,38,50201
186,1,39,50211
186,1,40,50991
186,1,41,52129
186,1,42,52109
186,1,43,52499
186,2,1,52499
186,2,2,52451
186,2,3,52129
186,2,4,52109
186,2,5,52099
186,2,6,50159
186,2,7,50209
186,2,8,50199
186,2,9,50189
186,2,10,50179
186,2,11,50169
186,2,12,51109
186,2,13,51099
186,2,14,40249
186,2,15,40239
186,2,16,40091
186,2,17,41011
186,2,18,41021
186,2,19,41119
186,2,20,41109
186,2,21,11119
186,2,22,11109
186,2,23,11099
186,2,24,11089
186,2,25,11079
186,2,26,11069
186,2,27,11159
186,2,28,11149
186,2,29,11139
186,2,30,10299
186,2,31,10289
186,2,32,10279
186,2,33,10269
186,2,34,10249
186,2,35,10239
186,2,36,10229
186,2,37,06149
186,2,38,06159
186,2,39,06169
186,2,40,06189
186,2,41,05129
186,2,42,05319
186,2,43,03059
186,2,44,03129
186,2,45,03218
186,2,46,03239
187,1,1,46009
187,1,2,46549
187,1,3,46539
187,1,4,46529
187,1,5,46491
187,1,7,44269
187,1,8,44239
187,1,9,44249
187,1,10,44259
187,1,11,44149
187,1,12,44139
187,1,13,44159
187,1,14,44169
187,1,15,43529
187,1,16,43641
187,1,17,43831
187,1,18,43491
187,1,19,43481
187,1,20,43471
187,1,21,43461
187,1,22,43411
187,1,23,43701
187,1,24,43389
187,1,25,43699
187,1,26,28629
187,1,27,28321
187,1,28,28331
187,1,29,28451
187,1,30,28461
187,1,31,28491
187,1,32,28501
187,1,33,28511
