ServiceNo,Direction,StopSequence,BusStopCode
334,1,8,28491
334,1,9,28501
334,1,10,28511
334,1,11,28521
334,1,12,28401
334,1,13,28541
334,1,14,28551
334,1,15,28561
334,1,16,28571
334,1,17,28509
334,1,18,28499
334,1,19,28469
334,1,20,28459
334,1,21,28289
334,1,22,28089
334,1,23,28079
334,1,24,28449
334,1,25,28211
334,1,26,28009
335,1,1,28009
335,1,2,28301
335,1,3,28431
335,1,4,28251
335,1,5,28261
335,1,6,28271
335,1,7,28341
335,1,8,28351
335,1,9,28361
335,1,10,28371
335,1,11,28381
335,1,12,28421
335,1,13,28411
335,1,14,28409
335,1,15,28529
335,1,16,28519
335,1,17,28581
335,1,18,28591
335,1,19,28601
335,1,20,28611
335,1,21,28389
335,1,22,28379
335,1,23,28369
335,1,24,28359
335,1,25,28349
335,1,26,28279
335,1,27,28269
335,1,28,28259
335,1,29,28439
335,1,30,28211
335,1,31,28009
33A,1,1,16009
33A,1,2,16131
33A,1,3,16141
33A,1,4,16151
33A,1,5,19051
33A,1,6,19061
33A,1,7,19071
33A,1,8,19081
33A,1,9,18111
33A,1,10,18129
33A,1,11,18109
33A,1,12,18049
33A,1,13,11511
33A,1,14,11521
33A,1,15,11531
33A,1,16,10299
33A,1,17,10209
33A,1,18,10199
33A,1,19,10189
33A,1,20,10179
33A,1,21,10169
33A,1,22,10149
33B,1,1,84009
33B,1,2,84029
33B,1,3,84019
33B,1,4,83099
33B,1,5,83079
33B,1,6,83059
33B,1,7,83049
33B,1,8,83149
33B,1,9,83159
33B,1,10,83169
33B,1,11,82179
33B,1,12,82159
33B,1,13,82149
33B,1,14,82139
33B,1,15,82129
33B,1,16,81199
33B,1,17,81189
33B,1,18,81179
34,1,1,65009
34,1,2,65221
34,1,3,65089
34,1,4,65079
34,1,5,65199
34,1,6,75359
34,1,7,75369
34,1,8,75319
34,1,9,75299
34,1,10,75379
34,1,11,75171
34,1,12,75141
34,1,13,75131
34,1,14,75121
34,1,15,76059
34,1,16,76069
34,1,17,76071
34,1,18,76081
34,1,19,76091
34,1,20,76101
34,1,21,76031
34,1,22,76231
34,1,23,76241
34,1,25,95151
34,1,26,95011
34,1,27,95109
34,1,28,95029
34,1,29,95129
34,1,30,95019
34,1,31,95209
34,1,32,95159
34,1,34,76249
34,1,35,76239
34,1,36,76039
34,1,37,76109
34,1,38,76099
34,1,39,76089
34,1,40,76079
34,1,41,76061
34,1,42,76051
34,1,43,75129
34,1,44,75139
34,1,45,75149
34,1,46,75179
34,1,47,75371
34,1,48,75291
34,1,49,75311
34,1,50,75361
34,1,51,75351
34,1,52,65191
34,1,53,65071
34,1,54,65081
34,1,55,65229
34,1,56,65009
34A,1,1,65009
34A,1,2,65221
34A,1,3,65089
34A,1,4,65079
34A,1,5,65199
34A,1,6,75359
34A,1,7,75369
34A,1,8,75319
34A,1,9,75299
34A,1,10,75379
34A,1,11,75171
34A,1,12,75141
34A,1,13,75131
34A,1,14,75121
34A,1,15,76059
34B,1,1,75359
34B,1,2,75369
34B,1,3,75319
34B,1,4,75299
34B,1,5,75379
34B,1,6,75171
34B,1,7,75141
34B,1,8,75131
34B,1,9,75121
34B,1,10,76059
34B,1,11,76069
34B,1,12,76071
34B,1,13,76081
34B,1,14,76091
34B,1,15,76101
34B,1,16,76031
34B,1,17,76231
34B,1,18,76241
34B,1,20,95151
34B,1,21,95011
34B,1,22,95109
34B,1,23,95029
34B,1,24,95129
34B,1,25,95019
34B,1,26,95209
34B,1,27,95159
34B,1,29,76249
34B,1,30,76239
34B,1,31,76039
34B,1,32,76109
34B,1,33,76099
34B,1,34,76089
34B,1,35,76079
34B,1,36,76061
34B,1,37,76051
34B,1,38,75129
34B,1,39,75139
34B,1,40,75149
34B,1,41,75179
34B,1,42,75371
34B,1,43,75291
34B,1,44,75311
34B,1,45,75361
34B,1,46,75351
35,1,1,84009
35,1,2,84031
35,1,3,84041
35,1,4,84051
35,1,5,84061
35,1,6,85091
35,1,9,96229
35,1,10,96239
35,1,11,96249
35,1,12,96219
35,1,13,96421
35,1,14,96431
35,1,15,95161
35,1,16,95171
35,1,17,95181
35,1,18,95191
35,1,19,95189
35,1,20,95179
35,1,21,95169
35,1,22,96439
35,1,23,96429
35,1,24,96219
35,1,25,96241
35,1,26,96271
35,1,27,96231
35,1,28,96221
35,1,31,85099
35,1,32,84069
35,1,33,84059
35,1,34,84049
35,1,35,84039
35,1,36,84009
354,1,1,77009
354,1,2,78109
354,1,3,78099
354,1,4,78251
354,1,5,78261
354,1,6,78271
354,1,7,78279
354,1,8,78269
354,1,9,78259
354,1,10,78091
354,1,11,78101
354,1,12,77009
358,1,1,77009
358,1,2,77191
358,1,3,77201
358,1,4,77211
358,1,5,77221
358,1,6,77239
358,1,7,77249
358,1,8,77181
358,1,9,77071
358,1,10,77209
358,1,11,77199
358,1,12,77009
358,1,13,78109
358,1,14,78081
358,1,15,78071
358,1,16,78069
358,1,17,78169
358,1,18,78159
358,1,19,78231
358,1,20,78241
358,1,21,78089
358,1,22,78101
358,1,23,77009
359,1,1,77009
359,1,2,77191
359,1,3,77201
359,1,4,77211
359,1,5,77251
359,1,6,77261
359,1,7,77271
359,1,8,77289
359,1,9,77169
359,1,10,77291
359,1,11,77279
359,1,12,77269
359,1,13,77259
359,1,14,77219
359,1,15,77209
359,1,16,77199
359,1,17,77009
359,1,18,77179
359,1,19,77349
359,1,20,77359
359,1,21,77369
359,1,22,77059
359,1,23,78171
359,1,24,78181
359,1,25,78191
359,1,26,98099
359,1,27,98021
359,1,28,98101
359,1,29,98119
359,1,30,78199
359,1,31,78189
359,1,32,78179
359,1,33,77051
359,1,34,77361
359,1,35,77351
359,1,36,77341
359,1,37,77171
359,1,38,77009
359,2,1,77009
359,2,2,77179
359,2,3,77349
359,2,4,77359
359,2,5,77369
359,2,6,77059
359,2,7,78171
359,2,8,78181
359,2,9,78191
359,2,10,98099
359,2,11,98021
359,2,12,98101
359,2,13,98119
359,2,14,78199
359,2,15,78189
359,2,16,78179
359,2,17,77051
359,2,18,77361
359,2,19,77351
359,2,20,77341
359,2,21,77171
359,2,22,77009
359,2,23,77191
359,2,24,77201
359,2,25,77211
359,2,26,77251
359,2,27,77261
359,2,28,77271
359,2,29,77289
359,2,30,77169
359,2,31,77291
359,2,32,77279
359,2,33,77269
359,2,34,77259
359,2,35,77219
359,2,36,77209
359,2,37,77199
359,2,38,77009
35M,1,1,84009
35M,1,2,84031
35M,1,3,84041
35M,1,4,84051
35M,1,5,84061
35M,1,6,85091
35M,1,9,96229
35M,1,10,96239
35M,1,11,96249
35M,1,12,96219
35M,1,13,96241
35M,1,14,96271
35M,1,15,96231
35M,1,16,96221
35M,1,19,85099
35M,1,20,84069
35M,1,21,84059
35M,1,22,84049
35M,1,23,84039
35M,1,24,84009
36,1,1,95129
36,1,2,95019
36,1,3,95209
36,1,4,94099
36,1,5,93049
36,1,6,93039
36,1,7,93201
36,1,8,93029
36,1,9,93019
36,1,10,92089
36,1,11,92079
36,1,12,92069
36,1,13,92059
36,1,14,92049
36,1,15,92241
36,1,16,92099
36,1,17,82059
36,1,19,02149
36,1,20,02159
36,1,21,02089
36,1,22,02171
36,1,23,02051
36,1,24,02061
36,1,25,04111
36,1,26,04121
36,1,27,08041
36,1,28,08031
36,1,29,08111
36,1,30,08121
36,1,31,09059
36,1,32,09022
36,1,33,09111
36,1,34,09191
36,1,35,09159
36,1,36,09169
36,1,37,09179
36,1,38,09047
36,1,39,09037
36,1,40,08138
36,1,41,08057
36,1,42,08069
36,1,43,04179
36,1,44,02049
36,1,45,02151
36,1,46,02161
36,1,50,82051
36,1,52,92249
36,1,53,92041
36,1,54,92051
36,1,55,92061
36,1,56,92071
36,1,57,92081
36,1,58,93011
36,1,59,93021
36,1,60,93199
36,1,61,93149
36,1,63,95151
36,1,64,95011
36,1,65,95109
36,1,66,95029
36,1,67,95129
36A,1,1,95129
36A,1,2,95019
36A,1,3,95209
36A,1,4,94099
36A,1,5,93049
36A,1,6,93039
36A,1,7,93201
36A,1,8,93029
36A,1,9,93019
36A,1,10,92089
36A,1,11,92079
36A,1,12,92069
36A,1,13,92059
36A,1,14,92049
36A,1,15,92241
36A,1,16,92099
36A,1,17,82059
36A,1,19,02149
36A,1,20,02159
36A,1,21,02089
36A,1,22,02171
36A,1,23,02051
36A,1,24,02061
36A,1,25,04111
36A,1,26,04121
36A,1,27,08041
36A,1,28,08031
36A,1,29,08111
36A,1,30,08121
36A,1,31,09059
36A,1,32,09022
36A,1,33,09111
36A,1,34,09191
37,1,1,75009
37,1,2,76191
37,1,3,76201
37,1,4,76211
37,1,5,76221
37,1,6,76231
37,1,7,76241
37,1,8,97011
37,1,9,97141
37,1,10,97151
37,1,11,97161
37,1,12,97171
37,1,13,97181
37,1,14,97189
37,1,15,97179
37,1,16,97169
37,1,17,97159
37,1,18,97149
37,1,19,97019
37,1,20,76249
37,1,21,76239
37,1,22,76229
37,1,23,76219
37,1,24,76209
37,1,25,76199
37,1,26,75009
371,1,1,67009
371,1,2,67189
371,1,3,67249
371,1,4,67259
371,1,5,67231
371,1,6,67221
371,1,7,67661
371,1,8,67671
371,1,9,67239
371,1,10,67251
371,1,11,67241
371,1,12,67009
372,1,1,67009
372,1,2,67409
372,1,3,67399
372,1,4,67389
372,1,5,67371
372,1,6,67361
372,1,7,67351
372,1,8,67341
372,1,9,67171
372,1,10,65031
372,1,11,65041
372,1,12,67109
372,1,13,67181
372,1,14,67191
372,1,15,67349
372,1,16,67359
372,1,17,67369
372,1,18,67379
372,1,19,67381
372,1,20,67391
372,1,21,67441
372,1,22,67009
374,1,1,67759
374,1,2,67409
374,1,3,67419
374,1,4,67649
374,1,5,67699
374,1,6,67769
374,1,7,67549
374,1,8,67559
374,1,9,67701
374,1,10,67741
374,1,11,67561
374,1,12,67551
374,1,13,67541
374,1,14,67761
374,1,15,67691
374,1,16,67641
374,1,17,67411
374,1,18,67441
374,1,19,67759
38,1,1,75009
38,1,2,76191
38,1,3,76201
38,1,4,76211
38,1,5,76221
38,1,6,76039
38,1,7,76109
38,1,8,96129
38,1,9,96139
38,1,10,96149
38,1,11,96159
38,1,12,96169
38,1,13,96171
38,1,14,96291
38,1,15,96209
38,1,16,95909
38,1,17,96039
38,1,18,96029
38,1,19,96019
38,1,20,85109
38,1,21,85099
38,1,22,84101
38,1,23,84071
38,1,24,84081
38,1,25,84141
38,1,26,84111
38,1,27,84121
38,1,28,84131
38,1,29,84009
38,2,1,84009
38,2,2,84139
38,2,3,84129
38,2,4,84119
38,2,5,84149
38,2,6,84089
38,2,7,84079
38,2,8,84109
38,2,9,85091
38,2,10,85101
38,2,11,96011
38,2,12,96021
38,2,13,96031
38,2,14,95901
38,2,15,96201
38,2,16,96299
38,2,17,96179
38,2,18,96161
38,2,19,96151
38,2,20,96141
38,2,21,96131
38,2,22,96121
38,2,23,76101
38,2,24,76031
38,2,25,76229
38,2,26,76219
38,2,27,76209
38,2,28,76199
38,2,29,75009
381,1,1,65009
381,1,2,65341
381,1,3,65331
381,1,4,65149
381,1,5,65401
381,1,6,65251
381,1,7,65221
381,1,8,65281
381,1,9,65249
381,1,10,65161
381,1,11,65171
381,1,12,65231
381,1,13,65181
381,1,14,65561
381,1,15,65569
381,1,16,65189
381,1,17,65239
381,1,18,65179
381,1,19,65169
381,1,20,65241
381,1,21,65289
381,1,22,65229
381,1,23,65259
381,1,24,65409
381,1,25,65141
381,1,26,65339
381,1,27,65349
381,1,28,65009
382,1,1,65009
382,1,2,65341
382,1,3,65331
382,1,4,65571
382,1,5,65551
382,1,6,65541
382,1,7,65531
382,1,8,65491
382,1,9,65441
382,1,10,65451
382,1,11,65461
382,1,12,65481
382,1,13,65351
382,1,14,65009
382,2,1,65009
382,2,2,65359
382,2,3,65489
382,2,4,65469
382,2,5,65459
382,2,6,65449
382,2,7,65499
382,2,8,65539
382,2,9,65549
382,2,10,65559
382,2,11,65579
382,2,12,65339
382,2,13,65349
382,2,14,65009
382A,1,1,65009
382A,1,2,65341
382A,1,3,65331
382A,1,4,65571
382A,1,5,65551
382A,1,6,65541
382A,1,7,65531
382G,1,1,65009
382G,1,2,65341
382G,1,3,65331
382G,1,4,65571
382G,1,5,65551
382G,1,6,65541
382G,1,7,65531
382G,1,8,65491
382G,1,9,65441
382G,1,10,65451
382G,1,11,65671
382G,1,12,65461
382G,1,13,65481
382G,1,14,65351
382G,1,15,65009
382W,1,1,65009
382W,1,2,65359
382W,1,3,65489
382W,1,4,65469
382W,1,5,65679
382W,1,6,65459
382W,1,7,65449
382W,1,8,65499
382W,1,9,65539
382W,1,10,65549
382W,1,11,65559
382W,1,12,65579
382W,1,13,65339
382W,1,14,65349
382W,1,15,65009
384,1,1,65009
384,1,2,65259
384,1,3,65409
384,1,4,65609
384,1,5,65619
384,1,6,65641
384,1,7,65651
384,1,8,65661
384,1,9,65631
384,1,10,65621
384,1,11,65611
384,1,12,65601
384,1,13,65401
384,1,14,65009
386,1,1,65009
386,1,2,65221
386,1,3,65281
386,1,4,65381
386,1,5,65391
386,1,6,65319
386,1,7,65371
386,1,8,65419
386,1,9,65429
386,1,10,65171
386,1,11,65231
386,1,12,65269
386,1,13,65411
386,1,14,65379
386,1,15,65311
386,1,16,65399
386,1,17,65389
386,1,18,65289
386,1,19,65229
386,1,20,65009
386A,1,1,65009
386A,1,2,65221
386A,1,3,65281
386A,1,4,65381
386A,1,5,65391
386A,1,6,65319
386A,1,7,65371
39,1,1,75019
39,1,2,76059
39,1,3,76069
39,1,4,76071
39,1,5,76081
39,1,6,76091
39,1,7,76101
39,1,8,76031
39,1,9,76231
39,1,10,76241
39,1,11,98011
39,1,12,98091
39,1,13,78051
39,1,14,78061
39,1,15,77051
39,1,16,77041
39,1,17,77031
39,1,18,77021
39,1,19,77011
39,1,20,77241
39,1,21,77231
39,1,22,77281
39,1,23,77331
39,1,24,65191
39,1,25,68119
39,1,26,55281
39,1,27,59011
39,1,28,59021
39,1,29,59031
39,1,30,59041
39,1,31,59051
39,1,32,58991
39,1,33,59009
39,2,1,59009
39,2,2,59069
39,2,3,59059
39,2,4,59049
39,2,5,59039
39,2,6,59029
39,2,7,59019
39,2,8,55289
39,2,9,68111
39,2,10,65199
39,2,11,77339
39,2,12,77289
39,2,13,77239
39,2,14,77249
39,2,15,78049
39,2,16,77019
39,2,17,77029
39,2,18,77039
39,2,19,77049
39,2,20,77059
39,2,21,78069
39,2,22,78059
39,2,23,98099
39,2,24,98019
39,2,25,76249
39,2,26,76239
39,2,27,76039
39,2,28,76109
39,2,29,76099
39,2,30,76089
39,2,31,76079
39,2,32,76061
39,2,33,76051
39,2,34,75019
3A,1,1,75009
3A,1,2,76059
3A,1,3,76131
3A,1,4,76141
3A,1,5,76151
3A,1,6,76161
3A,1,7,76171
3A,1,8,76091
3A,1,9,76101
3A,1,10,76231
3A,1,11,76241
3A,1,12,98011
3A,1,13,98091
3A,1,14,78211
3A,1,15,78201
3A,1,16,78229
3A,1,17,78111
3A,1,18,78101
3A,1,19,77371
3A,1,20,77321
3A,1,21,77021
3A,1,22,77011
3A,1,23,77069
3A,1,24,77301
3A,1,25,77311
3A,1,26,77161
3A,1,27,77281
3A,1,28,77331
3B,1,1,77289
3B,1,2,77169
3B,1,3,77319
3B,1,4,77309
3B,1,5,77061
3B,1,6,78049
3B,1,7,77019
3B,1,8,77029
3B,1,9,77329
3B,1,10,77379
3B,1,11,77009
3N,1,1,02099
3N,1,2,02101
3N,1,3,02051
3N,1,4,02061
3N,1,5,04167
3N,1,6,04249
3N,1,7,05029
3N,1,8,04222
3N,1,9,04211
3N,1,10,04331
3N,1,11,13109
3N,1,12,13211
3N,1,13,06151
3N,1,14,06141
3N,1,15,06131
3N,1,16,13121
3N,1,17,13141
3N,1,18,13191
3N,1,19,09048
3N,1,20,09038
3N,1,21,08138
3N,1,22,08057
3N,1,23,08079
3N,1,24,07011
3N,1,25,07021
3N,1,26,40011
3N,1,37,42151
3N,1,38,42161
3N,1,39,42171
3N,1,40,42181
3N,1,41,42191
3N,1,42,43201
3N,1,43,43191
3N,1,44,43181
3N,1,45,43171
3N,1,46,43419
3N,1,47,43469
3N,1,48,43601
3N,1,49,43571
3N,1,50,43581
3N,1,51,43521
3N,1,54,44129
3N,1,55,44449
3N,1,56,44459
3N,1,57,44521
3N,1,58,44511
3N,1,59,44689
3N,1,60,44629
3N,1,61,44509
3N,1,62,44499
3N,1,63,45231
3N,1,64,45241
3N,1,65,45251
3N,1,66,45311
3N,1,67,45261
3N,1,68,45271
3N,1,69,45321
3N,1,70,45389
3N,1,71,45401
3N,1,72,45411
3N,1,73,45421
3N,1,74,45439
3N,1,75,45399
3N,1,76,45329
3N,1,77,45351
3N,1,78,45371
3N,1,79,45361
3N,1,80,45301
4,1,1,75009
4,1,2,76191
4,1,3,76201
4,1,4,76211
4,1,5,76221
4,1,6,76231
4,1,7,76241
4,1,8,98301
4,1,9,98311
4,1,10,97049
4,1,11,97039
4,1,12,97141
4,1,13,97301
4,1,14,97311
4,1,15,97331
4,1,16,97321
4,1,17,97059
4,1,18,98319
4,1,19,98309
4,1,20,76249
4,1,21,76239
4,1,22,76229
4,1,23,76219
4,1,24,76209
4,1,25,76199
4,1,26,75009
40,1,1,84009
40,1,2,84029
40,1,3,84019
40,1,4,83249
40,1,5,83239
40,1,6,93119
40,1,7,93069
40,1,8,93059
40,1,9,92159
40,1,10,92149
40,1,11,92139
40,1,12,92129
40,1,13,92119
40,1,14,92109
40,1,15,92099
40,1,16,92161
40,1,17,82071
40,1,18,82081
40,1,19,82091
40,1,20,82109
40,1,21,81069
40,1,22,81049
40,1,23,81029
40,1,24,81231
40,1,25,81081
40,1,26,81091
40,1,27,70011
40,1,28,70151
40,1,29,70161
40,1,30,70171
40,1,31,70181
40,1,32,70191
40,1,33,70201
40,1,34,70211
40,1,35,70221
40,1,36,70231
40,1,37,70241
40,1,38,70019
40,1,39,81099
40,1,40,81089
40,1,41,81011
40,1,42,81031
40,1,43,81051
40,1,44,82119
40,1,45,82099
40,1,46,82089
40,1,47,82079
40,1,48,92169
40,1,49,92091
40,1,50,92101
40,1,51,92111
40,1,52,92121
40,1,53,92131
40,1,54,92141
40,1,55,92151
40,1,56,93051
40,1,57,93061
40,1,58,93111
40,1,59,83231
40,1,60,84011
40,1,61,84021
40,1,62,84009
400,1,1,03239
400,1,2,03223
400,1,3,03151
400,1,5,03381
400,1,6,03391
400,1,7,03331
400,1,8,03341
400,1,9,03371
400,1,10,03369
400,1,11,03349
400,1,12,03419
400,1,13,03421
400,1,14,03411
400,1,15,03339
400,1,16,03539
400,1,17,03529
400,1,18,03129
400,1,19,03218
400,1,20,03239
401,1,1,84009
401,1,2,84029
401,1,3,84019
401,1,4,83249
401,1,5,83239
401,1,6,93119
401,1,7,93129
401,1,8,93199
401,1,9,93149
401,1,10,93159
401,1,11,93169
401,1,12,93179
401,1,13,93189
401,1,14,92199
401,1,15,92289
401,1,16,92059
401,1,17,92049
401,1,18,92241
401,1,19,92161
401,1,20,82071
401,1,21,81199
401,1,22,81189
401,1,23,81179
401,1,24,80279
401,1,25,91099
401,1,26,91089
401,1,27,91111
401,1,28,91101
401,1,29,92261
401,1,30,92251
401,1,32,92191
401,1,33,93181
401,1,34,93171
401,1,35,93161
401,1,36,93151
401,1,37,93049
401,1,38,93039
401,1,39,93201
401,1,40,93121
401,1,41,93111
401,1,42,83231
401,1,43,84011
401,1,44,84021
401,1,45,84009
403,1,1,77009
403,1,2,77179
403,1,3,77031
403,1,4,77021
403,1,5,77011
403,1,6,77181
403,1,7,77071
403,1,8,77081
403,1,9,77091
403,1,10,77101
403,1,11,77111
403,1,12,77129
403,1,13,77119
403,1,14,77109
403,1,15,77099
403,1,16,77089
403,1,17,77079
403,1,18,77189
403,1,19,78049
403,1,20,77019
403,1,21,77029
403,1,22,77039
403,1,23,77171
403,1,24,77009
405,1,1,22009
405,1,2,22489
405,1,3,21371
405,1,4,27091
405,1,5,27101
405,1,6,27121
405,1,7,31011
405,1,8,31021
405,1,9,31031
405,1,10,31041
405,1,11,31051
405,1,12,31149
405,1,13,31139
405,1,14,31129
405,1,15,31009
405,1,16,31121
405,1,17,31131
405,1,18,31141
405,1,19,31061
405,1,20,31071
405,1,21,31201
405,1,22,31211
405,1,23,31079
405,1,24,31069
405,1,25,31059
405,1,26,31049
405,1,27,31039
405,1,28,31029
405,1,29,31019
405,1,30,27129
405,1,31,27109
405,1,32,27099
405,1,33,21379
405,1,34,22481
405,1,35,22009
41,1,1,28009
41,1,2,28441
41,1,3,28311
41,1,4,28631
41,1,5,28641
41,1,6,28661
41,1,7,28671
41,1,8,28681
41,1,9,28691
41,1,10,28701
41,1,11,28101
41,1,12,42201
41,1,13,42211
41,1,14,42221
41,1,15,42231
41,1,16,42169
41,1,17,42159
41,1,18,42259
41,1,19,42089
41,1,20,42071
41,1,21,42151
41,1,22,42161
41,1,23,42239
41,1,24,42229
41,1,25,42219
41,1,26,42209
41,1,27,28109
41,1,28,28709
41,1,29,28699
41,1,30,28689
41,1,31,28679
41,1,32,28669
41,1,33,28649
41,1,34,28639
41,1,35,28319
41,1,36,28449
41,1,37,28211
41,1,38,28009
410,1,1,53009
410,1,2,53261
410,1,3,53391
410,1,4,53381
410,1,5,53371
410,1,6,53321
410,1,7,53331
410,1,8,53341
410,1,9,53351
410,1,10,53361
410,1,11,53069
410,1,12,53059
410,1,13,53049
410,1,14,53299
410,1,15,53129
410,1,16,53319
410,1,17,53309
410,1,18,53419
410,1,19,53409
410,1,20,53281
410,1,21,53271
410,1,22,53009
410,2,1,53009
410,2,2,53279
410,2,3,53289
410,2,4,53401
410,2,5,53221
410,2,6,53301
410,2,7,53311
410,2,8,53121
410,2,9,53291
410,2,10,53179
410,2,11,53041
410,2,12,53051
410,2,13,53061
410,2,14,53369
410,2,15,53359
410,2,16,53349
410,2,17,53339
410,2,18,53329
410,2,19,53379
410,2,20,53389
410,2,21,53399
410,2,22,53269
410,2,23,53009
410G,1,1,53009
410G,1,2,53279
410G,1,3,53289
410G,1,4,53401
410G,1,5,53221
410G,1,6,53301
410G,1,7,53311
410G,1,8,53121
410G,1,9,53291
410G,1,10,53179
410G,1,11,53041
410G,1,12,53051
410G,1,13,53061
410G,1,14,53369
410G,1,15,53359
410G,1,16,53349
410G,1,17,53339
410G,1,18,53329
410G,1,19,53379
410G,1,20,53389
410G,1,21,53399
410G,1,22,53269
410G,1,23,53009
410W,1,1,53009
410W,1,2,53261
410W,1,3,53391
410W,1,4,53381
410W,1,5,53371
410W,1,6,53321
410W,1,7,53331
410W,1,8,53341
410W,1,9,53351
410W,1,10,53361
410W,1,11,53069
410W,1,12,53059
410W,1,13,53049
410W,1,14,53299
410W,1,15,53129
410W,1,16,53319
410W,1,17,53309
410W,1,18,53419
410W,1,19,53409
410W,1,20,53281
410W,1,21,53271
410W,1,22,53009
42,1,1,83321
42,1,2,83331
42,1,3,83341
42,1,4,83351
42,1,5,83361
42,1,6,83371
42,1,7,83381
42,1,8,83329
42,1,9,83081
42,1,10,83251
42,1,11,83261
42,1,12,83271
42,1,13,83281
42,1,14,83279
42,1,15,83269
42,1,16,83249
42,1,17,83229
42,1,18,83219
42,1,19,83181
42,1,20,83191
42,1,21,83201
42,1,22,83321
43,1,1,65009
43,1,2,65259
43,1,3,65409
43,1,4,65141
43,1,5,65431
43,1,6,67591
43,1,7,67411
43,1,8,67441
43,1,9,67611
43,1,10,67601
43,1,11,67629
43,1,12,64621
43,1,13,64461
43,1,14,66499
43,1,15,66489
43,1,16,64119
43,1,17,64109
43,1,18,63219
43,1,19,63209
43,1,20,63199
43,1,21,63189
43,1,22,63179
43,1,23,63369
43,1,24,66379
43,1,25,66359
43,1,26,62141
43,1,27,62059
43,1,28,62049
43,1,29,62039
43,1,30,62029
43,1,31,62019
43,1,32,70309
43,1,33,70299
43,1,34,70289
43,1,35,70279
43,1,36,70269
43,1,37,70259
43,1,38,81101
43,1,39,81111
43,1,40,82119
43,1,41,82099
43,1,42,82089
43,1,43,82079
43,1,44,92169
43,1,45,92249
43,1,46,92041
43,1,47,92051
43,1,48,92061
43,1,49,92071
43,1,50,92081
43,1,51,93011
43,1,52,93021
43,1,53,93031
43,1,54,93041
43,1,55,93139
43,1,56,94011
43,1,57,94021
43,1,58,94031
43,1,59,94041
43,1,60,94051
43,1,61,94061
43,1,62,94009
43,2,1,94009
43,2,2,94069
43,2,3,94059
43,2,4,94049
43,2,5,94089
43,2,6,94039
43,2,7,94029
43,2,8,94019
43,2,9,93131
43,2,10,93049
43,2,11,93039
43,2,12,93201
43,2,13,93029
43,2,14,93019
43,2,15,92089
43,2,16,92079
43,2,17,92069
43,2,18,92059
43,2,19,92049
43,2,20,92241
43,2,21,92161
43,2,22,82071
43,2,23,82081
43,2,24,82091
43,2,26,81129
43,2,27,81119
43,2,28,81109
43,2,29,70251
43,2,30,70261
43,2,31,70271
43,2,32,70281
43,2,33,70291
43,2,34,70301
43,2,35,62011
43,2,36,62021
43,2,37,62031
43,2,38,62041
43,2,39,62051
43,2,40,62149
43,2,41,66351
43,2,42,66371
43,2,43,63361
43,2,44,63181
43,2,45,63191
43,2,46,63201
43,2,47,63211
43,2,48,64101
43,2,49,64111
43,2,50,66481
43,2,51,66491
43,2,52,64469
43,2,53,64629
43,2,54,67621
43,2,55,67609
43,2,56,67619
43,2,57,67449
43,2,58,67419
43,2,59,67599
43,2,60,65439
43,2,61,65149
43,2,62,65401
43,2,63,65009
43e,1,1,65009
43e,1,2,65259
43e,1,3,65409
43e,1,4,65141
43e,1,5,65431
43e,1,6,67591
43e,1,7,67411
43e,1,8,67441
43e,1,9,67611
43e,1,10,67601
43e,1,15,70279
43e,1,16,70269
43e,1,17,70259
43e,1,18,81101
43e,1,19,81111
43e,1,20,82119
43e,1,21,82099
43e,1,22,82089
43e,1,23,82079
43e,1,24,92169
43e,1,25,92249
43e,1,26,92041
43e,1,27,92051
43e,2,1,92059
43e,2,2,92049
43e,2,3,92241
43e,2,4,92161
43e,2,5,82071
43e,2,6,82081
43e,2,7,82091
43e,2,9,81129
43e,2,10,81119
43e,2,11,81109
43e,2,12,70251
43e,2,13,70261
43e,2,14,70271
43e,2,19,67609
43e,2,20,67619
43e,2,21,67449
43e,2,22,67419
43e,2,23,67599
43e,2,24,65439
43e,2,25,65149
43e,2,26,65401
43e,2,27,65009
43M,1,1,65009
43M,1,2,65259
43M,1,3,65409
43M,1,4,65141
43M,1,5,65431
43M,1,6,67591
43M,1,7,67411
43M,1,8,67441
43M,1,9,67611
43M,1,10,67601
43M,1,11,67629
43M,1,12,64621
43M,1,13,64461
43M,1,14,66499
43M,1,15,66489
43M,1,16,64119
43M,1,17,64109
43M,1,18,63219
43M,1,19,63209
43M,1,20,63199
43M,1,21,63189
43M,1,22,63179
43M,1,23,63369
43M,1,24,63149
43M,1,25,62149
43M,1,26,66351
43M,1,27,66371
43M,1,28,63361
43M,1,29,63181
43M,1,30,63191
43M,1,31,63201
43M,1,32,63211
43M,1,33,64101
43M,1,34,64111
43M,1,35,66481
43M,1,36,66491
43M,1,37,64469
43M,1,38,64629
43M,1,39,67621
43M,1,40,67609
43M,1,41,67619
43M,1,42,67449
43M,1,43,67419
43M,1,44,67599
43M,1,45,65439
43M,1,46,65149
43M,1,47,65401
43M,1,48,65009
45,1,1,94009
45,1,2,94071
45,1,3,85021
45,1,4,85031
45,1,5,85041
45,1,6,85099
45,1,7,84069
45,1,8,84059
45,1,9,84191
45,1,10,84211
45,1,11,84349
45,1,12,84329
45,1,13,84319
45,1,14,84369
45,1,16,72011
45,1,17,71099
45,1,18,71089
45,1,19,71079
45,1,20,71069
45,1,21,71059
45,1,22,62249
